>        Total_score          EM2D_score           DSS_XL_score         EDC_XL_score             PDB_file            RMF_file 
>        298.961103935        48.3523196403        100.240195154        73.7758595455            348.9.pdb           348.9.rmf3
>        298.961588033        66.4646033947        87.1667889318        78.6546453451            349.9.pdb           349.9.rmf3
>        299.029662148         63.611080066        91.7586827555        77.5801237375            376.9.pdb           376.9.rmf3
>        299.032710936        76.0133138939        93.0374554589        67.8370728724            379.9.pdb           379.9.rmf3
>        299.033625158        54.3465641839        84.2484851791        87.4274071742            380.9.pdb           380.9.rmf3
>        299.068693381        56.3102977839        79.9006744787        88.5909653322            391.9.pdb           391.9.rmf3
>        299.102227932        50.6848619697        87.5649428771        83.7130966166            398.9.pdb           398.9.rmf3
>        299.123329965        59.5210189546         88.705483973        83.6934391307            405.9.pdb           405.9.rmf3
>        299.165975064        47.8640883231         107.70679517          70.21852045            421.9.pdb           421.9.rmf3
>         299.18833895        52.0934203722        91.9608714061        88.1107300919            429.9.pdb           429.9.rmf3
>        299.191565583        29.6701946118        112.895802534        81.8629569628            430.9.pdb           430.9.rmf3
>        299.202512056         54.398195053        98.0668926775        79.7173340291            436.9.pdb           436.9.rmf3
>         299.31994467        56.8564579696        101.491644298        68.4256543619            472.9.pdb           472.9.rmf3
>         299.36199461        68.8043113844        76.5667485135        82.7855190072            482.9.pdb           482.9.rmf3
>        299.395241444        35.1405602036        93.6047191731        97.4798093679            494.9.pdb           494.9.rmf3
>        299.397007617        53.1239627668        97.4151767743        83.8467719265            495.9.pdb           495.9.rmf3
>        299.402687161        59.9360054078        81.1724820355        88.0494815083            497.9.pdb           497.9.rmf3
>        299.455258433        41.2018223343        98.2999485889        82.9533241312            514.9.pdb           514.9.rmf3
>        299.484844321        65.2691142526        100.250313582        70.1163580175            519.9.pdb           519.9.rmf3
>        299.516122253        50.1613347831         107.25701803        77.2545113502            534.9.pdb           534.9.rmf3
>        299.527690981        59.9509989317        90.5964323132        73.9137122184            540.9.pdb           540.9.rmf3
>        299.530116731        53.4662326355        82.3966490862        90.0967089579            541.9.pdb           541.9.rmf3
>        299.618570554        66.7589967852        91.9730510404         74.067825396            562.9.pdb           562.9.rmf3
>        299.620911327        47.1520047617        92.6431031166        91.4030122937            564.9.pdb           564.9.rmf3
>        299.657858151        50.5490319068         93.017564412        80.7970407681            573.9.pdb           573.9.rmf3
>        299.667283407        69.7298929027        99.3046716589        66.8912029758            577.9.pdb           577.9.rmf3
>        299.724094167        56.5730030197        95.6432547844         72.676861462            594.9.pdb           594.9.rmf3
>        299.769696231        64.9838316588        88.6364646346        79.1267582174            610.9.pdb           610.9.rmf3
>        299.774887046        53.7718777254        92.9803371452        81.2399099228            613.9.pdb           613.9.rmf3
>         299.79406066         44.019393047        96.1079130218        83.0602739271            617.9.pdb           617.9.rmf3
>        299.811433468        60.5975992066        88.4261155696        75.2089978542            621.9.pdb           621.9.rmf3
>        299.837359153        43.3388801421        100.021968487        86.6107654175            636.9.pdb           636.9.rmf3
>        299.847031521         47.924101345        101.527283424        82.2997561618            642.9.pdb           642.9.rmf3
>        299.899571381        40.0323197039         97.161634876        89.8818690977            658.9.pdb           658.9.rmf3
>        299.987558973        63.7114435071        83.6135972369        80.3329671241            680.9.pdb           680.9.rmf3
